Speaker__	DecreaseVolumeByPercent__	decrease volume of speaker by SPEAKER.SLOT.PERCENT
Speaker__	DecreaseVolumeByPercent__	decrease volume of speaker by SPEAKER.SLOT.PERCENT percent
Speaker__	DecreaseVolumeByPercent__	decrease volume of my speaker by SPEAKER.SLOT.PERCENT
Speaker__	DecreaseVolumeByPercent__	decrease volume of my speaker by SPEAKER.SLOT.PERCENT percent
Speaker__	DecreaseVolumeByPercent__	decrease the volume of speaker by SPEAKER.SLOT.PERCENT
Speaker__	DecreaseVolumeByPercent__	decrease the volume of speaker by SPEAKER.SLOT.PERCENT percent
Speaker__	DecreaseVolumeByPercent__	decrease the volume of my speaker by SPEAKER.SLOT.PERCENT
Speaker__	DecreaseVolumeByPercent__	decrease the volume of my speaker by SPEAKER.SLOT.PERCENT percent
Speaker__	DecreaseVolumeByPercent__	decrease speaker 's volume by SPEAKER.SLOT.PERCENT
Speaker__	DecreaseVolumeByPercent__	decrease speaker 's volume by SPEAKER.SLOT.PERCENT percent
Speaker__	DecreaseVolumeByPercent__	decrease my speaker 's volume by SPEAKER.SLOT.PERCENT
Speaker__	DecreaseVolumeByPercent__	decrease my speaker 's volume by SPEAKER.SLOT.PERCENT percent
Speaker__	DecreaseVolumeByPercent__	volume down by SPEAKER.SLOT.PERCENT
Speaker__	DecreaseVolumeByPercent__	volume down by SPEAKER.SLOT.PERCENT percent
Speaker__	DecreaseVolumeByPercent__	turn down volume by SPEAKER.SLOT.PERCENT
Speaker__	DecreaseVolumeByPercent__	turn down volume by SPEAKER.SLOT.PERCENT percent
Speaker__	DecreaseVolumeByPercent__	turn down the volume by SPEAKER.SLOT.PERCENT
Speaker__	DecreaseVolumeByPercent__	turn down the volume by SPEAKER.SLOT.PERCENT percent
Speaker__	MuteOn__	silence speaker
Speaker__	MuteOn__	silence my speaker
Speaker__	MuteOn__	silence the speaker
Speaker__	MuteOn__	mute speaker
Speaker__	MuteOn__	mute my speaker
Speaker__	MuteOn__	mute the speaker
Speaker__	MuteOn__	turn off speaker sound
Speaker__	MuteOn__	turn off speaker volume
Speaker__	MuteOn__	turn off speaker 's sound
Speaker__	MuteOn__	turn off speaker 's volume
Speaker__	MuteOn__	turn off my speaker sound
Speaker__	MuteOn__	turn off my speaker volume
Speaker__	MuteOn__	turn off my speaker 's sound
Speaker__	MuteOn__	turn off my speaker 's volume
Speaker__	MuteOn__	turn off the speaker sound
Speaker__	MuteOn__	turn off the speaker volume
Speaker__	MuteOn__	turn off the speaker 's sound
Speaker__	MuteOn__	turn off the speaker 's volume
Speaker__	MuteOff__	unmute speaker
Speaker__	MuteOff__	unmute speaker volume
Speaker__	MuteOff__	unmute my speaker
Speaker__	MuteOff__	unmute my speaker volume
Speaker__	MuteOff__	unmute the speaker
Speaker__	MuteOff__	unmute the speaker volume
Speaker__	MuteOff__	bring sound back
Speaker__	MuteOff__	stop muting speaker
Speaker__	MuteOff__	stop muting my speaker
Speaker__	MuteOff__	stop muting the speaker
Speaker__	MuteOff__	turn on speaker sound
Speaker__	MuteOff__	turn on speaker volume
Speaker__	MuteOff__	turn on speaker 's sound
Speaker__	MuteOff__	turn on speaker 's volume
Speaker__	MuteOff__	turn on my speaker sound
Speaker__	MuteOff__	turn on my speaker volume
Speaker__	MuteOff__	turn on my speaker 's sound
Speaker__	MuteOff__	turn on my speaker 's volume
Speaker__	MuteOff__	turn on the speaker sound
Speaker__	MuteOff__	turn on the speaker volume
Speaker__	MuteOff__	turn on the speaker 's sound
Speaker__	MuteOff__	turn on the speaker 's volume
