domain	intent	parallel	pattern
Spotify	PlaySongByArtist	-	odtwarzaj SPOTIFY.SLOT.SONG SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	odtwarzaj SPOTIFY.SLOT.SONG artysty SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	odtwarzaj SPOTIFY.SLOT.SONG artysty SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	odtwarzaj SPOTIFY.SLOT.SONG w wykonaniu SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	odtwarzaj SPOTIFY.SLOT.SONG w wykonaniu SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	odtwarzaj SPOTIFY.SLOT.SONG stworzony przez SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	odtwarzaj SPOTIFY.SLOT.SONG stworzony przez SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	odtwarzaj SPOTIFY.SLOT.SONG nagrany przez SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	odtwarzaj SPOTIFY.SLOT.SONG nagrany przez SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	odtwarzaj piosenkę SPOTIFY.SLOT.SONG SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	odtwarzaj piosenkę SPOTIFY.SLOT.SONG SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	odtwarzaj piosenkę SPOTIFY.SLOT.SONG artysty SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	odtwarzaj piosenkę SPOTIFY.SLOT.SONG artysty SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	odtwarzaj piosenkę SPOTIFY.SLOT.SONG w wykonaniu SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	odtwarzaj piosenkę SPOTIFY.SLOT.SONG w wykonaniu SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	odtwarzaj piosenkę SPOTIFY.SLOT.SONG stworzony przez SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	odtwarzaj piosenkę SPOTIFY.SLOT.SONG stworzony przez SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	odtwarzaj piosenkę SPOTIFY.SLOT.SONG nagrany przez SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	odtwarzaj piosenkę SPOTIFY.SLOT.SONG nagrany przez SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	odtwarzaj utwór SPOTIFY.SLOT.SONG SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	odtwarzaj utwór SPOTIFY.SLOT.SONG SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	odtwarzaj utwór SPOTIFY.SLOT.SONG artysty SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	odtwarzaj utwór SPOTIFY.SLOT.SONG artysty SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	odtwarzaj utwór SPOTIFY.SLOT.SONG w wykonaniu SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	odtwarzaj utwór SPOTIFY.SLOT.SONG w wykonaniu SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	odtwarzaj utwór SPOTIFY.SLOT.SONG stworzony przez SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	odtwarzaj utwór SPOTIFY.SLOT.SONG stworzony przez SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	odtwarzaj utwór SPOTIFY.SLOT.SONG nagrany przez SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	odtwarzaj utwór SPOTIFY.SLOT.SONG nagrany przez SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	odtwarzaj kawałek SPOTIFY.SLOT.SONG SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	odtwarzaj kawałek SPOTIFY.SLOT.SONG SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	odtwarzaj kawałek SPOTIFY.SLOT.SONG artysty SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	odtwarzaj kawałek SPOTIFY.SLOT.SONG artysty SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	odtwarzaj kawałek SPOTIFY.SLOT.SONG w wykonaniu SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	odtwarzaj kawałek SPOTIFY.SLOT.SONG w wykonaniu SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	odtwarzaj kawałek SPOTIFY.SLOT.SONG stworzony przez SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	odtwarzaj kawałek SPOTIFY.SLOT.SONG stworzony przez SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	odtwarzaj kawałek SPOTIFY.SLOT.SONG nagrany przez SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	odtwarzaj kawałek SPOTIFY.SLOT.SONG nagrany przez SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	puść SPOTIFY.SLOT.SONG SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	puść SPOTIFY.SLOT.SONG SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	puść SPOTIFY.SLOT.SONG artysty SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	puść SPOTIFY.SLOT.SONG artysty SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	puść SPOTIFY.SLOT.SONG w wykonaniu SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	puść SPOTIFY.SLOT.SONG w wykonaniu SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	puść SPOTIFY.SLOT.SONG stworzony przez SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	puść SPOTIFY.SLOT.SONG stworzony przez SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	puść SPOTIFY.SLOT.SONG nagrany przez SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	puść SPOTIFY.SLOT.SONG nagrany przez SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	puść piosenkę SPOTIFY.SLOT.SONG SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	puść piosenkę SPOTIFY.SLOT.SONG SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	puść piosenkę SPOTIFY.SLOT.SONG artysty SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	puść piosenkę SPOTIFY.SLOT.SONG artysty SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	puść piosenkę SPOTIFY.SLOT.SONG w wykonaniu SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	puść piosenkę SPOTIFY.SLOT.SONG w wykonaniu SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	puść piosenkę SPOTIFY.SLOT.SONG stworzony przez SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	puść piosenkę SPOTIFY.SLOT.SONG stworzony przez SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	puść piosenkę SPOTIFY.SLOT.SONG nagrany przez SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	puść piosenkę SPOTIFY.SLOT.SONG nagrany przez SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	puść utwór SPOTIFY.SLOT.SONG SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	puść utwór SPOTIFY.SLOT.SONG SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	puść utwór SPOTIFY.SLOT.SONG artysty SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	puść utwór SPOTIFY.SLOT.SONG artysty SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	puść utwór SPOTIFY.SLOT.SONG w wykonaniu SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	puść utwór SPOTIFY.SLOT.SONG w wykonaniu SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	puść utwór SPOTIFY.SLOT.SONG stworzony przez SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	puść utwór SPOTIFY.SLOT.SONG stworzony przez SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	puść utwór SPOTIFY.SLOT.SONG nagrany przez SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	puść utwór SPOTIFY.SLOT.SONG nagrany przez SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	puść kawałek SPOTIFY.SLOT.SONG SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	puść kawałek SPOTIFY.SLOT.SONG SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	puść kawałek SPOTIFY.SLOT.SONG artysty SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	puść kawałek SPOTIFY.SLOT.SONG artysty SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	puść kawałek SPOTIFY.SLOT.SONG w wykonaniu SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	puść kawałek SPOTIFY.SLOT.SONG w wykonaniu SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	puść kawałek SPOTIFY.SLOT.SONG stworzony przez SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	puść kawałek SPOTIFY.SLOT.SONG stworzony przez SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	puść kawałek SPOTIFY.SLOT.SONG nagrany przez SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	puść kawałek SPOTIFY.SLOT.SONG nagrany przez SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	graj SPOTIFY.SLOT.SONG SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	graj SPOTIFY.SLOT.SONG SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	graj SPOTIFY.SLOT.SONG artysty SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	graj SPOTIFY.SLOT.SONG artysty SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	graj SPOTIFY.SLOT.SONG w wykonaniu SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	graj SPOTIFY.SLOT.SONG w wykonaniu SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	graj SPOTIFY.SLOT.SONG stworzony przez SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	graj SPOTIFY.SLOT.SONG stworzony przez SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	graj SPOTIFY.SLOT.SONG nagrany przez SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	graj SPOTIFY.SLOT.SONG nagrany przez SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	graj piosenkę SPOTIFY.SLOT.SONG SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	graj piosenkę SPOTIFY.SLOT.SONG SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	graj piosenkę SPOTIFY.SLOT.SONG artysty SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	graj piosenkę SPOTIFY.SLOT.SONG artysty SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	graj piosenkę SPOTIFY.SLOT.SONG w wykonaniu SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	graj piosenkę SPOTIFY.SLOT.SONG w wykonaniu SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	graj piosenkę SPOTIFY.SLOT.SONG stworzony przez SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	graj piosenkę SPOTIFY.SLOT.SONG stworzony przez SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	graj piosenkę SPOTIFY.SLOT.SONG nagrany przez SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	graj piosenkę SPOTIFY.SLOT.SONG nagrany przez SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	graj utwór SPOTIFY.SLOT.SONG SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	graj utwór SPOTIFY.SLOT.SONG SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	graj utwór SPOTIFY.SLOT.SONG artysty SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	graj utwór SPOTIFY.SLOT.SONG artysty SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	graj utwór SPOTIFY.SLOT.SONG w wykonaniu SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	graj utwór SPOTIFY.SLOT.SONG w wykonaniu SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	graj utwór SPOTIFY.SLOT.SONG stworzony przez SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	graj utwór SPOTIFY.SLOT.SONG stworzony przez SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	graj utwór SPOTIFY.SLOT.SONG nagrany przez SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	graj utwór SPOTIFY.SLOT.SONG nagrany przez SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	graj kawałek SPOTIFY.SLOT.SONG SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	graj kawałek SPOTIFY.SLOT.SONG SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	graj kawałek SPOTIFY.SLOT.SONG artysty SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	graj kawałek SPOTIFY.SLOT.SONG artysty SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	graj kawałek SPOTIFY.SLOT.SONG w wykonaniu SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	graj kawałek SPOTIFY.SLOT.SONG w wykonaniu SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	graj kawałek SPOTIFY.SLOT.SONG stworzony przez SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	graj kawałek SPOTIFY.SLOT.SONG stworzony przez SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	graj kawałek SPOTIFY.SLOT.SONG nagrany przez SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	graj kawałek SPOTIFY.SLOT.SONG nagrany przez SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	zagraj SPOTIFY.SLOT.SONG SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	zagraj SPOTIFY.SLOT.SONG SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	zagraj SPOTIFY.SLOT.SONG artysty SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	zagraj SPOTIFY.SLOT.SONG artysty SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	zagraj SPOTIFY.SLOT.SONG w wykonaniu SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	zagraj SPOTIFY.SLOT.SONG w wykonaniu SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	zagraj SPOTIFY.SLOT.SONG stworzony przez SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	zagraj SPOTIFY.SLOT.SONG stworzony przez SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	zagraj SPOTIFY.SLOT.SONG nagrany przez SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	zagraj SPOTIFY.SLOT.SONG nagrany przez SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	zagraj piosenkę SPOTIFY.SLOT.SONG SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	zagraj piosenkę SPOTIFY.SLOT.SONG SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	zagraj piosenkę SPOTIFY.SLOT.SONG artysty SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	zagraj piosenkę SPOTIFY.SLOT.SONG artysty SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	zagraj piosenkę SPOTIFY.SLOT.SONG w wykonaniu SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	zagraj piosenkę SPOTIFY.SLOT.SONG w wykonaniu SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	zagraj piosenkę SPOTIFY.SLOT.SONG stworzony przez SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	zagraj piosenkę SPOTIFY.SLOT.SONG stworzony przez SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	zagraj piosenkę SPOTIFY.SLOT.SONG nagrany przez SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	zagraj piosenkę SPOTIFY.SLOT.SONG nagrany przez SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	zagraj utwór SPOTIFY.SLOT.SONG SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	zagraj utwór SPOTIFY.SLOT.SONG SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	zagraj utwór SPOTIFY.SLOT.SONG artysty SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	zagraj utwór SPOTIFY.SLOT.SONG artysty SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	zagraj utwór SPOTIFY.SLOT.SONG w wykonaniu SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	zagraj utwór SPOTIFY.SLOT.SONG w wykonaniu SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	zagraj utwór SPOTIFY.SLOT.SONG stworzony przez SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	zagraj utwór SPOTIFY.SLOT.SONG stworzony przez SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	zagraj utwór SPOTIFY.SLOT.SONG nagrany przez SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	zagraj utwór SPOTIFY.SLOT.SONG nagrany przez SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	zagraj kawałek SPOTIFY.SLOT.SONG SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	zagraj kawałek SPOTIFY.SLOT.SONG SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	zagraj kawałek SPOTIFY.SLOT.SONG artysty SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	zagraj kawałek SPOTIFY.SLOT.SONG artysty SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	zagraj kawałek SPOTIFY.SLOT.SONG w wykonaniu SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	zagraj kawałek SPOTIFY.SLOT.SONG w wykonaniu SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	zagraj kawałek SPOTIFY.SLOT.SONG stworzony przez SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	zagraj kawałek SPOTIFY.SLOT.SONG stworzony przez SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	zagraj kawałek SPOTIFY.SLOT.SONG nagrany przez SPOTIFY.SLOT.ARTIST
Spotify	PlaySongByArtist	-	zagraj kawałek SPOTIFY.SLOT.SONG nagrany przez SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlaySongByArtist	-	odtwarzaj SPOTIFY.SLOT.ARTIST SPOTIFY.SLOT.SONG
Spotify	PlaySongByArtist	-	puść SPOTIFY.SLOT.ARTIST SPOTIFY.SLOT.SONG
Spotify	PlaySongByArtist	-	zagraj SPOTIFY.SLOT.ARTIST SPOTIFY.SLOT.SONG
Spotify	PlaySongByArtist	-	graj SPOTIFY.SLOT.ARTIST SPOTIFY.SLOT.SONG
Spotify	PlayAlbumOfTypeByArtist	-	graj SPOTIFY.SLOT.ALBUM_TYPE SPOTIFY.SLOT.ALBUM SPOTIFY.SLOT.ARTIST
Spotify	PlayAlbumOfTypeByArtist	-	graj SPOTIFY.SLOT.ALBUM_TYPE SPOTIFY.SLOT.ALBUM SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlayAlbumOfTypeByArtist	-	graj SPOTIFY.SLOT.ALBUM_TYPE SPOTIFY.SLOT.ALBUM od SPOTIFY.SLOT.ARTIST
Spotify	PlayAlbumOfTypeByArtist	-	graj SPOTIFY.SLOT.ALBUM_TYPE SPOTIFY.SLOT.ALBUM od SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlayAlbumOfTypeByArtist	-	graj SPOTIFY.SLOT.ALBUM_TYPE SPOTIFY.SLOT.ALBUM wykonawcy SPOTIFY.SLOT.ARTIST
Spotify	PlayAlbumOfTypeByArtist	-	graj SPOTIFY.SLOT.ALBUM_TYPE SPOTIFY.SLOT.ALBUM wykonawcy SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlayAlbumOfTypeByArtist	-	zagraj SPOTIFY.SLOT.ALBUM_TYPE SPOTIFY.SLOT.ALBUM SPOTIFY.SLOT.ARTIST
Spotify	PlayAlbumOfTypeByArtist	-	zagraj SPOTIFY.SLOT.ALBUM_TYPE SPOTIFY.SLOT.ALBUM SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlayAlbumOfTypeByArtist	-	zagraj SPOTIFY.SLOT.ALBUM_TYPE SPOTIFY.SLOT.ALBUM od SPOTIFY.SLOT.ARTIST
Spotify	PlayAlbumOfTypeByArtist	-	zagraj SPOTIFY.SLOT.ALBUM_TYPE SPOTIFY.SLOT.ALBUM od SPOTIFY.SLOT.ARTIST na spotify
Spotify	PlayAlbumOfTypeByArtist	-	zagraj SPOTIFY.SLOT.ALBUM_TYPE SPOTIFY.SLOT.ALBUM wykonawcy SPOTIFY.SLOT.ARTIST
Spotify	PlayAlbumOfTypeByArtist	-	zagraj SPOTIFY.SLOT.ALBUM_TYPE SPOTIFY.SLOT.ALBUM wykonawcy SPOTIFY.SLOT.ARTIST na spotify
Spotify	Pause	-	odtwarzaj tę posenkę
Spotify	Pause	-	odtwarzaj tę posenkę na spotify
Spotify	Pause	-	odtwarzaj ten utwór
Spotify	Pause	-	odtwarzaj ten utwór na spotify
Spotify	Pause	-	odtwarzaj ten kawałek
Spotify	Pause	-	odtwarzaj ten kawałek na spotify
Spotify	Pause	-	pauza tę posenkę
Spotify	Pause	-	pauza tę posenkę na spotify
